ID,Age,Gender,Income,Married,Product
5235,44,Female,58500,No,A
5236,55,Male,79000,No,D
5237,46,Female,85000,No,B
5238,33,Female,66000,No,B
5239,33,Female,78500,Yes,B
5240,35,Male,82000,No,C
5241,29,Female,65500,Yes,B
5242,46,Female,71500,No,B
5243,48,Male,85000,No,C
5244,49,Male,103500,Yes,D
5245,37,Male,82500,Yes,D
5246,44,Male,91000,Yes,C
5247,52,Male,106500,No,D
5248,49,Male,56000,No,D
5249,51,Male,66000,Yes,C
5250,28,Female,93000,Yes,A
5251,45,Male,70500,Yes,C
5252,47,Male,88500,No,C
5253,36,Female,74000,No,B
5254,46,Male,75500,No,C
5255,56,Male,81500,Yes,C
5256,41,Female,67500,No,A
5257,40,Female,75000,No,B
5258,46,Male,67000,No,C
5259,40,Female,71000,No,B
5260,46,Male,62500,Yes,D
5261,53,Female,84500,No,B
5262,39,Female,86000,No,B
5263,27,Male,49000,No,C
5264,46,Female,78000,Yes,A
5265,42,Male,65500,No,C
5266,35,Female,91000,No,A
5267,40,Female,76000,No,B
5268,42,Male,94000,Yes,C
5269,42,Female,90500,Yes,A
5270,48,Female,67500,No,B
5271,31,Female,61000,No,B
5272,47,Male,93500,Yes,C
5273,53,Female,83500,Yes,A
5274,43,Female,77500,No,B
5275,46,Male,93000,No,C
5276,43,Female,86000,Yes,B
5277,43,Female,58500,Yes,B
5278,52,Male,90000,Yes,D
5279,35,Female,84000,Yes,B
5280,41,Male,65000,Yes,C
5281,51,Male,90000,Yes,C
5282,51,Male,68000,Yes,D
5283,45,Male,61500,Yes,C
5284,42,Male,69500,No,D
5285,42,Female,69500,No,B
5286,36,Female,76000,No,A
5287,36,Female,104000,No,A
5288,43,Female,79500,No,B
5289,34,Female,77500,Yes,B
5290,26,Male,83500,No,D
5291,37,Female,62000,Yes,B
5292,23,Male,77000,No,C
5293,33,Male,66500,No,D
5294,49,Male,79500,No,D
5295,35,Female,60500,No,B
5296,33,Male,71500,No,C
5297,31,Female,75000,No,A
5298,33,Female,91500,Yes,A
5299,32,Female,65000,No,B
5300,49,Female,75500,No,B
5301,48,Male,94500,No,D
5302,28,Female,72500,No,A
5303,53,Male,91500,Yes,D
5304,20,Male,54500,No,C
5305,43,Female,84000,Yes,B
5306,34,Female,77000,No,B
5307,26,Female,91000,Yes,A
5308,39,Female,76000,No,A
5309,33,Female,79500,No,B
5310,51,Male,70500,Yes,D
5311,35,Female,70000,Yes,A
5312,25,Female,78000,Yes,B
5313,27,Female,75000,No,A
5314,34,Male,86500,Yes,D
5315,19,Female,88500,Yes,B
5316,30,Female,60500,Yes,B
5317,43,Male,67500,Yes,C
5318,48,Male,84500,No,C
5319,43,Female,55500,No,B
5320,32,Male,72000,Yes,D
5321,34,Female,79500,Yes,B
5322,37,Female,73000,Yes,A
5323,46,Male,86500,No,C
5324,46,Female,66000,Yes,B
5325,28,Female,77000,Yes,A
5326,22,Male,33000,Yes,D
5327,55,Female,81500,No,B
5328,22,Male,81000,No,C
5329,40,Female,74000,Yes,B
5330,36,Male,67500,Yes,D
5331,25,Female,72500,No,B
5332,42,Female,80000,Yes,A
5333,50,Female,71000,Yes,B
5334,33,Male,83000,No,C
5335,44,Female,79500,Yes,B
5336,32,Male,62000,Yes,D
5337,41,Female,89500,No,B
5338,38,Female,79000,No,B
5339,36,Female,72500,Yes,A
5340,21,Male,39500,Yes,D
5341,40,Male,75500,No,C
5342,41,Female,95000,Yes,A
5343,40,Male,82500,No,C
5344,41,Female,77000,No,B
5345,32,Female,74000,Yes,B
5346,52,Female,82500,No,B
5347,43,Male,85500,No,C
5348,48,Female,76500,No,B
5349,51,Male,108500,Yes,C
5350,43,Female,66500,Yes,B
5351,23,Male,56000,No,D
5352,38,Female,73000,No,B
5353,36,Female,82000,No,B
5354,42,Male,77000,No,C
5355,45,Female,68500,No,B
5356,45,Female,87000,Yes,B
5357,38,Male,89000,Yes,C
5358,38,Male,70000,Yes,D
5359,23,Female,62500,Yes,A
5360,24,Male,83500,No,C
5361,39,Male,100000,Yes,D
5362,46,Female,69000,Yes,B
5363,30,Male,67500,No,C
5364,39,Male,95500,Yes,D
5365,45,Female,79000,No,B
5366,32,Male,71500,Yes,C
5367,31,Male,81000,No,C
5368,24,Male,74000,No,C
5369,45,Female,79000,No,A
5370,33,Female,79000,No,B
5371,47,Female,91000,No,A
5372,49,Male,70500,Yes,C
5373,49,Male,67000,No,C
5374,22,Male,60500,Yes,C
5375,43,Female,63000,Yes,A
5376,47,Female,81500,No,A
5377,45,Male,79500,Yes,D
5378,33,Male,72500,No,D
5379,35,Male,75000,No,C
5380,55,Female,104000,No,A
5381,37,Male,88000,No,C
5382,30,Female,65000,Yes,B
5383,38,Female,87000,No,B
5384,41,Male,79000,No,C
5385,44,Male,52500,No,D
5386,30,Female,70000,Yes,B
5387,48,Female,84000,Yes,B
5388,38,Female,64000,Yes,B
5389,45,Male,68500,No,C
5390,51,Female,78000,No,B
5391,21,Female,41000,No,A
5392,54,Male,69000,Yes,C
5393,32,Male,73500,Yes,D
5394,28,Female,54000,No,A
5395,47,Male,80000,Yes,D
5396,47,Female,68500,No,A
5397,51,Male,80500,No,C
5398,51,Male,96500,Yes,C
5399,22,Female,70500,Yes,B
5400,40,Female,64000,Yes,B
5401,47,Female,76500,No,B
5402,31,Female,93500,Yes,A
5403,31,Male,68500,No,C
5404,45,Female,99500,Yes,A
5405,43,Male,90000,Yes,C
5406,27,Male,62500,No,D
5407,28,Female,70000,No,A
5408,38,Female,85500,No,B
5409,44,Male,85000,Yes,C
5410,47,Male,106000,No,C
5411,40,Female,88500,Yes,B
5412,40,Female,69000,No,A
5413,40,Male,93000,No,C
5414,36,Female,58000,No,B
5415,44,Female,70000,Yes,B
5416,47,Female,73500,Yes,B
5417,51,Female,64500,No,B
5418,41,Female,70000,No,B
5419,50,Female,87500,No,B
5420,41,Male,79500,No,C
5421,25,Female,61000,No,B
5422,36,Female,74000,Yes,B
5423,23,Male,89000,Yes,D
5424,57,Female,94000,No,A
5425,31,Female,105000,No,B
5426,44,Female,95000,Yes,A
5427,32,Female,80000,Yes,B
5428,31,Female,80500,Yes,A
5429,28,Female,70000,No,A
5430,33,Male,62500,No,C
5431,52,Female,90500,Yes,A
5432,35,Female,63500,No,B
5433,45,Female,83000,Yes,A
5434,26,Female,84500,Yes,B
5435,51,Female,90500,No,B
5436,45,Female,68500,No,B
5437,41,Female,81000,Yes,B
5438,41,Male,60500,Yes,D
5439,35,Male,57500,No,C
5440,33,Female,69000,Yes,B
5441,46,Female,92000,Yes,A
5442,52,Male,87000,No,C
5443,40,Female,71500,No,A
5444,38,Female,104000,No,A
5445,56,Female,90000,No,B
5446,48,Female,102000,No,A
5447,35,Male,79500,No,D
5448,35,Male,98500,No,D
5449,32,Female,61500,Yes,A
5450,25,Female,95500,Yes,A
5451,47,Female,57000,No,B
5452,31,Female,85000,Yes,A
5453,46,Male,68000,Yes,C
5454,43,Male,63500,Yes,D
5455,38,Male,81500,No,C
5456,56,Female,72500,No,B
5457,30,Male,78500,No,D
5458,42,Female,114000,Yes,A
5459,30,Female,73500,No,B
5460,39,Female,79000,No,B
5461,36,Female,67000,No,A
5462,40,Male,71500,No,D
5463,46,Female,78000,No,B
5464,30,Female,72000,Yes,B
5465,34,Female,82000,No,B
5466,53,Male,86500,Yes,D
5467,46,Female,87500,No,B
5468,42,Female,75000,Yes,B
5469,47,Male,48500,No,C
5470,41,Male,67000,No,C
5471,48,Female,81000,No,A
5472,44,Male,73500,Yes,D
5473,44,Male,77000,No,D
5474,58,Male,99500,Yes,D
5475,43,Female,62000,No,B
5476,27,Female,75000,Yes,B
5477,51,Female,81000,Yes,B
5478,35,Male,78500,Yes,C
5479,54,Female,73500,No,B
5480,57,Male,113500,Yes,D
5481,37,Male,55500,Yes,D
5482,45,Female,86000,Yes,B
5483,47,Female,87000,No,B
5484,23,Female,91500,Yes,A
5485,29,Female,66500,No,A
5486,26,Female,70000,Yes,B
5487,30,Male,59000,No,D
5488,51,Female,75000,No,A
5489,47,Male,84000,Yes,C
5490,25,Female,66000,No,A
5491,44,Male,72000,No,C
5492,39,Female,46500,No,B
5493,44,Male,89500,No,C
5494,41,Female,84000,No,B
5495,32,Female,76000,Yes,B
5496,45,Female,80000,No,A
5497,56,Male,82500,No,C
5498,46,Female,71000,Yes,B
5499,49,Female,77500,Yes,B
5500,24,Female,73000,No,A
5501,26,Female,73000,Yes,B
5502,53,Female,100000,Yes,A
5503,25,Female,42000,Yes,A
5504,38,Female,86000,No,B
5505,25,Male,84000,Yes,D
5506,53,Male,94500,Yes,D
5507,41,Female,83000,Yes,B
5508,32,Female,69000,No,B
5509,57,Male,46000,No,D
5510,47,Male,64000,Yes,D
5511,39,Male,85000,Yes,D
5512,55,Male,65000,Yes,D
5513,56,Female,80500,Yes,B
5514,28,Female,53500,No,A
5515,38,Male,74000,No,C
5516,54,Female,95500,No,A
5517,30,Female,72500,No,A
5518,50,Female,79000,Yes,A
5519,54,Female,103500,Yes,A
5520,32,Male,108500,Yes,D
5521,48,Male,94500,No,D
5522,27,Female,86500,No,B
5523,32,Male,62500,Yes,D
5524,23,Male,93000,Yes,D
5525,42,Female,67500,No,A
5526,48,Female,74500,No,B
5527,45,Male,55500,No,C
5528,21,Male,49000,No,C
5529,21,Male,75500,No,D
5530,47,Male,58500,Yes,D
5531,53,Female,92000,No,A
5532,31,Male,90000,No,D
5533,39,Female,106000,Yes,A
5534,31,Male,58500,No,C
5535,30,Male,60500,No,C
5536,30,Female,84000,Yes,B
5537,55,Female,71000,No,B
5538,29,Female,88500,Yes,B
5539,37,Female,90500,Yes,A
5540,48,Female,74000,Yes,B
5541,24,Male,81000,Yes,C
5542,28,Female,97000,Yes,A
5543,27,Male,88500,Yes,C
5544,35,Male,67000,No,D
5545,37,Male,80000,No,D
5546,34,Female,88500,Yes,B
5547,33,Male,58500,No,C
5548,33,Female,74000,Yes,A
5549,19,Male,48500,Yes,D
5550,34,Female,62000,No,A
5551,26,Female,69500,No,B
5552,29,Male,75000,No,D
5553,33,Male,53500,No,C
5554,44,Female,69000,Yes,B
5555,37,Female,70000,Yes,B
5556,55,Female,87000,No,B
5557,42,Male,79500,No,D
5558,41,Male,75000,Yes,D
5559,29,Male,76000,No,C
5560,32,Male,62000,Yes,D
5561,27,Female,64500,Yes,B
5562,20,Female,60000,No,B
5563,32,Female,65500,Yes,A
5564,34,Female,67500,No,A
5565,22,Female,69500,No,B
5566,31,Female,85000,Yes,B
5567,42,Female,82000,Yes,B
5568,26,Female,55000,No,B
5569,49,Male,84500,No,C
5570,47,Male,73500,Yes,D
5571,35,Male,60000,Yes,D
5572,50,Female,81000,No,A
5573,30,Male,93500,Yes,D
5574,59,Male,70500,No,C
5575,47,Female,69500,Yes,B
5576,27,Male,84000,No,C
5577,51,Female,102500,No,A
5578,49,Female,89500,Yes,B
5579,37,Male,101000,No,C
5580,40,Female,79500,No,B
5581,28,Female,83000,Yes,B
5582,24,Female,54500,No,A
5583,37,Female,57000,No,B
5584,35,Female,67000,Yes,B
5585,49,Female,78500,No,B
5586,39,Male,82000,No,C
5587,47,Male,72000,No,C
5588,39,Male,79000,No,C
5589,56,Male,83500,Yes,D
5590,40,Male,81500,Yes,C
5591,36,Female,73000,Yes,B
5592,38,Male,72500,Yes,D
5593,38,Male,100000,Yes,C
5594,24,Male,72500,No,C
5595,34,Female,57000,No,B
5596,32,Female,60500,Yes,B
5597,28,Female,76000,No,A
5598,21,Female,66000,No,A
5599,32,Male,81500,Yes,D
5600,55,Male,94000,Yes,C
5601,33,Female,76500,No,B
5602,34,Male,67500,No,C
5603,39,Male,84500,Yes,D
5604,43,Female,79500,Yes,B
5605,57,Female,87000,No,B
5606,41,Female,87000,Yes,B
5607,49,Female,97500,No,A
5608,23,Female,67000,No,B
5609,37,Female,79500,No,B
5610,31,Female,65000,No,B
5611,30,Female,73500,No,B
5612,56,Male,77500,No,C
5613,37,Female,72500,No,A
5614,43,Female,68000,No,B
5615,55,Female,89500,Yes,B
5616,42,Male,66000,No,C
5617,34,Female,67500,No,B
5618,43,Male,103500,Yes,C
5619,44,Male,82000,No,C
5620,37,Female,78500,Yes,B
5621,26,Female,73500,No,B
5622,33,Female,75000,Yes,B
5623,26,Male,70000,No,D
5624,32,Male,71500,No,D
5625,57,Female,80000,Yes,A
5626,42,Male,62500,No,C
5627,28,Male,59000,Yes,D
5628,57,Male,72000,No,C
5629,30,Male,69000,Yes,C
5630,45,Female,81000,Yes,B
5631,20,Female,57000,No,B
5632,35,Female,76000,No,A
5633,39,Female,44000,No,B
5634,54,Female,107500,No,A
5635,49,Female,72500,No,B
5636,34,Female,49500,No,B
5637,36,Female,83500,Yes,B
5638,54,Male,74000,No,C
5639,54,Female,109000,No,A
5640,54,Male,98500,Yes,C
5641,37,Female,81000,Yes,B
5642,36,Male,76500,No,C
5643,52,Male,84000,No,C
5644,36,Female,70000,Yes,B
5645,39,Male,76000,Yes,D
5646,28,Male,61000,No,D
5647,35,Female,72000,No,B
5648,48,Female,93500,Yes,A
5649,42,Male,72500,No,D
5650,30,Female,73500,Yes,B
5651,41,Female,68000,Yes,B
5652,47,Male,101500,Yes,C
5653,29,Male,52500,No,C
5654,49,Male,76500,No,C
5655,41,Female,85500,Yes,B
5656,45,Male,82500,No,C
5657,49,Female,91000,Yes,A
5658,26,Female,81000,No,B
5659,53,Female,72500,No,A
5660,26,Female,73500,Yes,B
5661,56,Female,94500,Yes,A
5662,35,Female,92500,No,A
5663,31,Female,73500,Yes,B
5664,24,Female,62500,No,B
5665,51,Male,58500,No,D
5666,31,Male,63000,No,C
5667,36,Female,69500,No,A
5668,45,Female,79000,Yes,B
5669,45,Female,69000,No,B
5670,32,Male,53500,No,D
5671,29,Female,77500,Yes,B
5672,56,Female,91500,Yes,A
5673,35,Male,92500,Yes,D
5674,50,Male,81000,No,C
5675,41,Female,95000,No,A
5676,39,Male,67000,No,D
5677,46,Male,77500,No,C
5678,40,Male,90000,No,C
5679,45,Female,70000,No,B
5680,45,Female,66500,Yes,B
5681,37,Female,56000,No,B
5682,34,Female,92000,No,A
5683,56,Female,59000,No,B
5684,52,Female,88500,Yes,B
5685,44,Female,72000,No,B
5686,32,Female,80500,No,B
5687,28,Female,87500,No,B
5688,42,Female,76000,Yes,B
5689,37,Male,89000,No,D
5690,56,Female,59000,No,B
5691,45,Male,76500,Yes,D
5692,50,Male,78000,Yes,D
5693,46,Male,53000,No,C
5694,32,Male,71000,No,C
5695,44,Male,87000,No,C
5696,49,Female,55500,Yes,B
5697,54,Female,76500,No,B
5698,41,Female,63000,Yes,B
5699,46,Female,91500,No,A
5700,38,Male,55000,No,C
5701,51,Female,74500,Yes,A
5702,39,Male,75500,Yes,D
5703,40,Male,70500,Yes,D
5704,48,Male,74500,Yes,C
5705,46,Male,63000,No,C
5706,26,Female,75500,No,B
5707,41,Male,97500,Yes,D
5708,57,Female,85500,No,A
5709,28,Female,90000,No,B
5710,55,Female,75500,No,B
5711,48,Male,87500,No,C
5712,54,Male,81500,No,C
5713,58,Male,87500,No,C
5714,45,Male,62000,No,C
5715,34,Male,71500,No,D
5716,29,Female,60500,Yes,B
5717,54,Female,91000,Yes,A
5718,42,Female,87500,No,A
5719,40,Female,65000,No,B
5720,52,Male,81000,No,C
5721,55,Female,54500,No,B
5722,54,Female,84500,No,B
5723,38,Male,63000,No,D
5724,54,Female,83500,Yes,B
5725,51,Male,98500,No,C
5726,32,Female,80000,No,B
5727,47,Male,77000,No,C
5728,22,Female,88000,Yes,B
5729,46,Male,71000,Yes,D
5730,44,Female,69000,Yes,B
5731,31,Female,76000,Yes,B
5732,30,Female,52500,No,B
5733,35,Male,88000,Yes,D
5734,51,Female,67500,No,B
5735,33,Male,70000,No,D
5736,44,Female,80000,No,B
5737,29,Female,73000,No,B
5738,55,Male,91500,No,C
5739,54,Male,61500,Yes,D
5740,51,Female,95000,Yes,A
5741,52,Female,88500,No,B
5742,51,Female,75000,Yes,B
5743,57,Male,73000,No,D
5744,37,Male,85500,Yes,D
5745,50,Male,66500,No,C
5746,35,Male,69000,No,D
5747,42,Female,72500,Yes,B
5748,44,Male,72500,Yes,D
5749,34,Female,62000,Yes,B
5750,18,Female,62500,No,A
5751,37,Female,64500,No,B
5752,54,Female,73000,Yes,B
5753,51,Male,71500,No,D
5754,45,Male,91000,Yes,D
5755,48,Male,76000,No,C
5756,49,Female,72000,No,A
5757,26,Female,62000,No,B
5758,30,Female,91000,Yes,A
5759,39,Female,55000,No,A
5760,34,Male,77000,Yes,C
5761,31,Female,102000,Yes,A
5762,49,Male,99500,Yes,C
5763,31,Male,56500,No,C
5764,41,Female,78000,Yes,B
5765,24,Female,66000,Yes,B
5766,41,Female,80000,No,B
5767,58,Male,83000,Yes,D
5768,37,Male,84500,No,C
5769,53,Female,102000,Yes,A
5770,42,Female,59500,No,B
5771,43,Male,81500,Yes,C
5772,33,Female,86000,No,B
5773,51,Female,84500,Yes,A
5774,23,Female,58000,Yes,B
5775,54,Male,92500,Yes,C
5776,20,Female,54000,No,B
5777,32,Male,110000,Yes,C
5778,24,Male,55500,No,C
5779,39,Female,57000,Yes,B
5780,38,Male,100000,Yes,C
5781,37,Female,68000,No,B
5782,29,Female,80000,Yes,B
5783,50,Female,97000,Yes,A
5784,41,Female,78000,Yes,A
5785,29,Male,54500,No,D
5786,39,Male,61500,Yes,D
5787,37,Female,66000,No,A
5788,49,Male,71500,No,D
5789,25,Male,84500,Yes,D
5790,48,Female,98500,Yes,A
5791,31,Female,81500,No,B
5792,22,Female,46500,No,B
5793,34,Male,88500,No,C
5794,37,Male,70000,No,D
5795,46,Female,85000,No,B
5796,50,Female,91500,No,A
5797,53,Male,86500,Yes,C
5798,36,Female,63000,Yes,B
5799,44,Male,104500,No,C
5800,32,Female,69500,No,A
5801,43,Female,92500,No,A
5802,22,Female,50500,No,B
5803,40,Male,89000,Yes,C
5804,31,Female,77000,No,A
5805,43,Male,67500,No,C
5806,37,Female,60000,Yes,A
5807,37,Female,66000,No,A
5808,47,Female,76500,Yes,B
5809,45,Male,104500,Yes,C
5810,36,Female,71500,No,B
5811,50,Female,92000,No,B
5812,42,Female,92500,No,A
5813,50,Female,69500,Yes,B
5814,48,Female,88500,Yes,B
5815,26,Female,58500,Yes,B
5816,41,Male,79500,Yes,C
5817,57,Male,66000,No,D
5818,40,Male,77500,No,C
5819,18,Male,81500,No,C
5820,47,Female,69000,No,B
5821,37,Female,69500,No,B
5822,40,Male,63000,Yes,C
5823,49,Female,91000,No,A
5824,45,Female,61500,No,B
5825,35,Female,82500,No,B
5826,35,Female,86500,No,A
5827,54,Female,63500,No,B
5828,51,Female,73500,No,B
5829,36,Female,89500,Yes,B
5830,35,Female,71000,Yes,A
5831,39,Male,70500,Yes,D
5832,25,Male,71000,No,C
5833,28,Male,67500,Yes,C
5834,32,Female,83000,No,B
5835,30,Male,72500,No,D
5836,41,Female,88500,No,B
5837,45,Female,93500,No,A
5838,45,Male,111000,No,C
5839,54,Male,78000,No,D
5840,57,Female,99000,Yes,A
5841,37,Male,86500,No,C
5842,50,Female,95500,Yes,A
5843,26,Female,66500,No,B
5844,51,Female,90000,Yes,B
5845,34,Female,88500,Yes,B
5846,34,Female,65000,No,B
5847,58,Female,93500,Yes,A
5848,54,Male,56000,No,D
5849,48,Female,102000,No,A
5850,24,Female,58000,Yes,B
5851,36,Female,67000,Yes,A
5852,37,Female,74000,No,B
5853,44,Male,80500,Yes,C
5854,38,Female,74500,No,B
5855,26,Female,68000,No,B
5856,40,Male,86500,No,C
5857,46,Male,80000,No,C
5858,29,Male,71000,No,C
5859,27,Female,94000,Yes,A
5860,44,Female,71000,Yes,B
5861,28,Female,69500,No,A
5862,33,Female,50500,No,A
5863,35,Male,84500,No,C
5864,36,Male,59000,No,C
5865,44,Male,79500,Yes,D
5866,44,Male,55000,No,D
5867,52,Male,60500,Yes,C
5868,26,Female,43500,No,B
5869,33,Male,104500,Yes,C
5870,50,Male,93500,Yes,C
5871,50,Male,77000,No,C
5872,37,Male,65000,Yes,C
5873,24,Female,76000,Yes,B
5874,34,Female,76000,No,B
5875,37,Male,73000,Yes,D
5876,42,Male,102500,Yes,D
5877,43,Male,72000,Yes,C
5878,29,Female,75000,No,B
5879,36,Female,73500,Yes,B
5880,45,Male,87000,Yes,D
5881,33,Female,91500,Yes,A
5882,23,Male,36500,Yes,D
5883,41,Female,65500,No,B
5884,35,Male,80000,No,C
5885,44,Female,101000,Yes,A
5886,48,Female,89000,Yes,B
5887,33,Female,54000,Yes,B
5888,28,Female,76000,Yes,B
5889,45,Female,87000,Yes,B
5890,29,Female,76000,No,B
5891,43,Male,84000,Yes,D
5892,31,Male,60000,No,D
5893,31,Male,84500,No,C
5894,42,Male,57000,No,D
5895,33,Male,79500,No,D
5896,39,Male,67500,No,C
5897,26,Female,80500,No,B
5898,39,Female,59000,No,B
5899,58,Male,82000,No,C
5900,23,Male,77500,No,D
5901,36,Male,78000,No,C
5902,26,Female,84500,Yes,B
5903,34,Female,86000,No,A
5904,47,Female,62500,No,A
5905,42,Female,79000,No,A
5906,59,Male,103000,Yes,D
5907,42,Female,74000,Yes,A
5908,50,Male,91000,No,C
5909,27,Male,84500,Yes,C
5910,45,Female,92000,Yes,A
5911,31,Female,52500,No,B
5912,37,Female,60000,No,B
5913,48,Female,62000,Yes,B
5914,33,Female,75000,Yes,B
5915,42,Female,82000,No,B
5916,34,Female,90000,No,B
5917,34,Male,76500,Yes,D
5918,50,Male,88500,No,C
5919,35,Male,67500,No,D
5920,45,Female,80500,No,B
5921,41,Female,93000,No,B
5922,42,Female,70500,Yes,B
5923,45,Male,79000,No,D
5924,56,Male,80500,No,C
5925,37,Male,84500,No,D
5926,38,Female,65000,No,B
5927,27,Male,87500,Yes,D
5928,34,Female,79500,Yes,A
5929,33,Male,78000,No,C
5930,41,Female,87000,Yes,A
5931,34,Female,88000,Yes,A
5932,34,Male,88000,No,C
5933,52,Female,86000,Yes,B
5934,41,Male,56000,No,D
5935,39,Male,78000,No,C
5936,41,Male,90500,Yes,D
5937,48,Female,73500,No,B
5938,48,Female,68000,No,B
5939,26,Female,61500,No,A
5940,45,Female,91500,Yes,A
5941,37,Male,88000,No,D
5942,50,Male,78500,No,C
5943,34,Male,89000,Yes,D
5944,50,Female,85000,No,B
5945,36,Male,79000,No,D
5946,33,Female,91000,Yes,A
5947,39,Female,97000,No,A
5948,47,Male,67500,No,D
5949,32,Female,63000,Yes,B
5950,43,Female,84000,No,B
5951,28,Female,74500,Yes,B
5952,35,Female,65000,No,B
5953,42,Male,97500,No,C
5954,41,Male,78500,Yes,D
5955,56,Male,83000,Yes,C
5956,44,Male,72000,No,C
5957,26,Female,65500,No,A
5958,43,Male,75500,No,D
5959,35,Female,94500,Yes,A
5960,41,Female,63500,No,B
5961,34,Female,80000,Yes,A
5962,45,Male,61000,Yes,D
5963,48,Male,93000,No,C
5964,30,Male,69500,Yes,D
5965,48,Female,87000,Yes,B
5966,43,Female,56500,No,B
5967,40,Female,66000,No,B
5968,34,Female,99000,Yes,A
5969,42,Female,63500,No,B
5970,44,Male,74500,Yes,D
5971,23,Male,84000,No,C
5972,51,Female,81500,No,B
5973,33,Female,70000,No,B
5974,38,Female,82000,Yes,B
5975,40,Female,75000,No,B
5976,48,Male,59000,No,D
5977,30,Male,81000,Yes,D
5978,52,Female,77500,Yes,B
5979,29,Male,102000,Yes,D
5980,41,Male,78500,No,C
5981,54,Female,84000,Yes,B
5982,47,Female,75000,Yes,B
5983,50,Male,81500,No,C
5984,51,Female,99500,No,A
5985,50,Female,83000,No,B
5986,45,Female,100500,Yes,A
5987,39,Female,79000,No,A
5988,35,Female,82000,Yes,B
5989,29,Male,75000,Yes,C
5990,40,Female,78000,No,B
5991,36,Male,93000,No,D
5992,39,Male,68000,Yes,D
5993,42,Female,100500,Yes,A
5994,45,Female,87000,Yes,B
5995,31,Female,80000,No,B
5996,50,Female,91000,No,A
5997,47,Male,58500,No,C
5998,41,Female,53500,No,B
5999,51,Male,71500,No,C
6000,34,Female,73000,No,B
6001,50,Male,65500,Yes,C
6002,52,Male,57000,No,C
6003,51,Male,78500,Yes,C
6004,33,Female,58000,No,A
6005,34,Female,53000,Yes,B
6006,49,Female,87500,No,A
6007,35,Male,89500,No,C
6008,40,Male,80000,No,C
6009,39,Male,72500,No,C
6010,41,Female,78500,No,B
6011,42,Female,76500,Yes,B
6012,39,Male,75500,Yes,D
6013,48,Female,66500,Yes,B
6014,45,Female,65000,Yes,B
6015,36,Female,73000,No,B
6016,42,Female,71500,No,A
6017,21,Male,62500,Yes,D
6018,27,Female,84000,No,B
6019,31,Female,91500,No,B
6020,20,Male,58000,No,C
6021,52,Male,96000,Yes,D
6022,46,Male,75500,No,C
6023,28,Female,74500,Yes,A
6024,36,Male,57500,No,D
6025,35,Female,76000,No,B
6026,50,Female,65000,No,B
6027,38,Female,83500,Yes,B
6028,28,Female,63000,No,B
6029,45,Female,89500,No,B
6030,31,Female,88500,Yes,B
6031,45,Female,96500,No,A
6032,27,Male,56500,No,D
6033,35,Male,65000,No,C
6034,32,Male,99000,Yes,C
6035,47,Male,87500,No,D
6036,20,Male,73500,Yes,D
6037,41,Female,68000,No,B
6038,38,Female,81000,No,B
6039,50,Female,70000,No,B
6040,29,Female,60000,Yes,B
6041,41,Male,81500,No,D
6042,45,Female,75000,No,A
6043,47,Female,56000,No,B
6044,52,Female,91000,Yes,A
6045,26,Male,63000,Yes,C
6046,30,Male,60000,No,C
6047,47,Male,67000,Yes,D
6048,25,Female,67500,Yes,B
6049,33,Female,70000,No,A
6050,35,Female,79000,No,B
6051,28,Female,55000,No,B
6052,57,Male,93500,Yes,D
6053,42,Male,52000,No,C
6054,38,Female,63000,Yes,B
6055,50,Male,87500,Yes,D
6056,44,Female,78500,No,B
6057,43,Male,90500,No,C
6058,29,Female,77500,Yes,A
6059,40,Female,82000,No,A
6060,43,Male,70500,No,D
6061,32,Female,90500,Yes,A
6062,50,Female,79500,Yes,B
6063,45,Female,107000,Yes,A
6064,31,Female,82500,No,B
6065,44,Male,87000,No,C
6066,39,Female,102500,Yes,A
6067,38,Female,81500,No,B
6068,50,Female,80000,No,B
6069,40,Male,52000,No,D
6070,44,Female,79000,No,A
6071,42,Female,66500,Yes,B
6072,37,Male,52500,No,D
6073,36,Female,82000,No,B
6074,38,Female,82500,No,B
6075,38,Female,73500,Yes,B
6076,37,Male,51000,No,D
6077,32,Female,56500,Yes,B
6078,32,Female,67500,Yes,A
6079,49,Female,69000,No,B
6080,47,Male,61500,No,D
6081,46,Male,78500,No,C
6082,41,Female,87000,No,B
6083,57,Male,89500,Yes,C
6084,50,Male,93500,Yes,D
6085,34,Female,83500,Yes,B
6086,41,Female,81500,No,A
6087,53,Male,60500,No,C
6088,21,Male,55500,No,D
6089,32,Female,61000,Yes,B
6090,39,Female,65500,Yes,B
6091,41,Female,105500,Yes,A
6092,27,Male,72000,No,C
6093,41,Female,90000,No,A
6094,34,Female,56500,No,B
6095,50,Male,70000,Yes,D
6096,38,Female,69500,No,A
6097,35,Female,51500,No,B
6098,44,Male,69000,Yes,D
6099,31,Female,71500,No,B
6100,22,Female,72500,No,B
6101,42,Male,100500,Yes,D
6102,47,Male,81500,Yes,D
6103,36,Male,84500,No,C
6104,40,Male,75000,No,C
6105,43,Female,66000,No,B
6106,42,Female,78500,Yes,B
6107,25,Male,76000,No,C
6108,25,Female,50000,No,B
6109,50,Male,83000,Yes,C
6110,30,Male,51000,No,C
6111,50,Female,79500,No,B
6112,34,Male,61500,Yes,D
6113,42,Female,73000,No,B
6114,45,Male,117500,Yes,D
6115,51,Male,107000,Yes,C
